1MillionDanceStudio	2496260.9814313347	762.9779497098646	117.03633374727654
3Blue1Brown	1729473.725663717	2331.3008849557523	108.10731624430599
ActualJusticeWarrior	38076.59259259259	569.6339869281046	42.09462181189726
AdamKoralik	30607.568109820484	295.92397043294613	30.51875158438527
AdamSaaks	1456734.4848484849	28.924242424242426	10.345453668271716
AllDef	34.333333333333336	0.0	0.3333333333333333
AndertonsMusicCo	87433.85305410122	291.58603839441537	41.951525379898385
AnthonyBrianLogan	71232.60828177059	1432.9157544026655	80.24383164338194
ApolloLegend	1169140.8070175438	1406.3508771929824	24.970184414621283
Arlo	232910.54780876494	1971.6434262948208	59.528787513645874
ArtofProblemSolving	19434.15479115479	17.732186732186733	29.466028272302342
AvaMadison	19248.28290282903	11.600246002460025	60.724389510331164
Babish	4727879.7575	5056.215	87.12695515732395
BayleeJae	306464.36842105264	779.661403508772	64.31897285395488
BenHeck	48007.8406779661	165.0	33.06385787649236
BigDawsTV	4867362.069230769	5027.584615384615	58.71225963393771
BobbyChiu	15601.164609053498	27.685185185185187	105.42401902220975
Boyinaband	595807.5124113475	2565.804964539007	51.203113864139475
CSDojo	661489.4842105263	871.6947368421053	59.558583584865126
CaseyNeistat	2799301.6387582314	6245.551269990593	60.70503078733735
ChloeRoseArt	325064.2326732673	974.3316831683169	89.56590556486218
Cinemassacre	1113725.126686217	2419.5888563049853	41.940705192111125
CollegeHumor	2042122.3213814923	2356.785921434221	29.357377800656558
Computerphile	224665.87808417997	370.0580551523948	66.11716800423366
DanTDM	5149802.450744559	12688.276345933562	42.20297041989697
DaveGreco	54594.42857142857	93.98701298701299	309.9134038705017
DavidPakmanShow	41499.6797	345.0578	28.55331884482541
Davie504	2197052.395962733	10596.66304347826	122.13805908220759
DevonCrawford	389539.125	682.0714285714286	78.46837291916718
DolanDark	1137228.177419355	2397.3064516129034	51.597817670632416
DontWalkRun	341608.2081447964	3020.891402714932	63.34485655219457
DrawingWiffWaffles	654116.3757700205	1501.6098562628338	138.2437658227625
DudePerfect	4.956452858076923E7	34579.49615384615	42.02336506587005
EZScape	84436.21951219512	282.1951219512195	56.42006461871445
ElizabethRabbit	1323506.1025641025	494.12820512820514	28.728522984640634
EmilyArtful	190072.85714285713	801.5864661654135	134.60778962914472
Expressenz	56387.76470588235	21.88235294117647	169.47354176964905
FOXSoccer	25476.7729303857	36.33995766698025	34.1934991924393
FilthyFrank	7251555.082802548	15165.140127388535	115.78579476779063
FootballDaily	210926.96728307253	434.86543385490756	29.59973423462768
ForrestKnight	68481.14814814815	184.38425925925927	47.64611708178537
GLOBALYOUTUBECHANNEL	904383.8913882979	2101.4846091878867	42.6863181208567
GameGrumps	775042.6929165018	1775.7947500329772	92.04118066886035
GoodMythicalMorning	2692225.4874296435	4207.539212007505	54.61863770553943
HISTORY	301344.0360465116	187.77067183462532	25.398481029984488
Handler	150952.85784313726	420.6421568627451	102.37747762515356
HistoryMatters	1034854.7462686567	2277.2985074626868	81.36894746740506
Howcast	149808.7448	57.1374	12.800663353841154
ILikeToMakeStuff	650570.9851116625	625.9801488833747	57.92347087582032
JJOlatunji	2456938.546617916	6645.648080438757	63.51771773460895
Jabrils	210903.26388888888	508.5138888888889	73.07457505690243
JakePaul	7728480.719162996	26607.53524229075	18.706618847478673
JaredDines	1555050.9046563192	3234.9866962305987	61.97656722529631
JasonMaaki	3925278.2937062937	3379.5454545454545	20.980465583972652
JayzTwoCents	435141.39500640205	1803.516005121639	49.357324134912815
Jazza	874582.8114617941	2930.956810631229	95.2817073819018
JennaMarbles	6756260.304	19082.504	129.52793492985825
JoeJenkins	2614415.109090909	6295.536363636364	85.60393187087354
JohnMalecki	249648.2774566474	392.4104046242775	44.404210545718435
JomaTech	728771.4352941177	1267.870588235294	37.7225641792177
JonTronShow	9130784.674796747	20166.18699186992	69.78011240619817
JoshuaFluke	54429.18549222798	420.48497409326427	38.5758523822107
JoshuaWeissman	1420598.2050359712	2506.3021582733813	87.40687490402975
KarimKamar	30567.29298245614	43.42631578947368	75.6727293889656
KarlJobst	999290.9027777778	3127.0694444444443	49.29746466387755
KenJee	20328.47340425532	100.62234042553192	119.77156144085643
KhanAcademy	234446.40670754598	61.52959579526968	24.37088584760032
KirkWilcox	801.0818858560795	23.766749379652605	20.062700110507528
LateNightWithSethMeyers	637388.7880669547	827.1171706263499	44.25784926656502
LinusTechTips	889797.0812886308	2506.7109945682714	44.670438227054895
LoganPaul	7954578.766666667	31299.783333333333	54.22410314320944
LouisRossmann	130519.18668528865	843.1042830540038	67.39248753643469
MarkRober	2.166205286597938E7	22775.17525773196	53.31648271535214
Markiplier	3175322.899390244	9275.680284552845	114.84202152287465
MarvelEntertainment	521637.3120606478	739.1994486560992	40.80996790825878
Mathologer	569143.164556962	1522.6455696202531	57.51283020586104
MichaelPenn	19267.266936299293	65.85439838220425	83.45891221888859
MichaelReeves	6518383.489361702	20806.08510638298	131.1157967182711
MillenniumDanceComplexLosAngeles	132128.125	46.03125	53.014763759024696
ModelMouth	97832.89147286821	143.56976744186048	37.57263584048987
MrBeast	1.4916713368794326E7	26432.417021276597	54.77621942650261
MrTerryHistory	156568.4347826087	455.68227424749165	103.0375936376602
MusicisWin	296695.2480280456	799.1700262927257	54.02348436329156
Netflix	884937.1255355612	1126.483290488432	38.935295530430515
NetworkChuck	160401.34297520661	939.5123966942149	68.32841769237348
Ninja	1793961.0431226767	3253.101115241636	38.15901144370421
NoahBradley	28965.908496732027	31.50326797385621	60.79837106688499
Numberphile	895909.9303482587	1934.57048092869	62.87955740961245
OneyPlays	262366.2565695174	545.3411371237459	111.02080114643657
OverSimplified	2.1249735875E7	29992.5	49.360699649912306
PewDiePie	6300311.273274664	20417.29226493747	75.84046363740784
PhilipDeFranco	1248756.391304348	7493.399787910923	37.88096941188411
