CaseyNeistat	2791959.013170273	6247.881467544685	60.70643144840799
Cinemassacre	1109099.4670588234	2416.4241176470587	41.927084199700474
DanTDM	5134711.971863336	12673.018374964111	41.994332450399924
DudePerfect	4.9355794251937985E7	34645.17054263566	41.9621500849207
GLOBALYOUTUBECHANNEL	3516040.8833667138	8705.627970229705	75.84263972976701
GameGrumps	774325.7048312376	1777.2440767703508	91.99344388482675
GoodMythicalMorning	2685131.5128108514	4218.603240391862	54.49316888155459
JJOlatunji	2416633.8429752067	6575.345270890725	63.11017076651387
JakePaul	7766086.846496107	26823.879866518353	18.834388052902064
Jazza	872494.5586264656	2934.2303182579562	94.72948669888615
JennaMarbles	6725624.316	19078.28	129.5926766744557
JonTronShow	9067698.581967212	20000.360655737706	69.436649676251
Markiplier	3143428.0908720456	9237.111246943765	114.74214854303688
MrBeast	1.3944829563739376E7	25429.848441926344	53.57568038534156
Ninja	1804255.1461769117	3276.1506746626687	38.326098232782215
OneyPlays	261257.6776699029	542.0169902912621	110.26497478400796
PewDiePie	6291602.83887468	20439.29946524064	75.7328883671944
PhilipDeFranco	1251696.0280172413	7499.0614224137935	37.757737493258205
Smosh	8277540.040336135	9684.706722689076	42.71212894962285
jacksepticeye	2951907.9884186145	9785.775531690882	85.13118589846893
